id,family_id,product_code,variant_suffix,configuration_type,configuration_name,specifications,bounding_box,page_number,notes,created_at
901,104,4204-06-06-2,,STANDARD,,"{""Artikelnr."": ""4204-06-06-2"", ""Gänga"": ""G 3/8\"""", ""Typ"": ""45° IR"", ""Slang ID"": ""3/8\""""}",,174,,2025-11-12 17:43:17
902,104,4204-08-08-2,,STANDARD,,"{""Artikelnr."": ""4204-08-08-2"", ""Gänga"": ""G 1/2\"""", ""Typ"": ""45° IR"", ""Slang ID"": ""1/2\""""}",,174,,2025-11-12 17:43:17
903,104,4204-08-08-25,,STANDARD,,"{""Artikelnr."": ""4204-08-08-25"", ""Gänga"": ""G 1/2\"""", ""Typ"": ""45° IR"", ""Slang ID"": ""1/2\"""", ""Nyckelvidd"": ""25 mm""}",,174,,2025-11-12 17:43:17
904,105,4204-04-04-7,,STANDARD,,"{""Artikelnr."": ""4204-04-04-7"", ""Gänga"": ""G 1/4\"""", ""Typ"": ""Kort 45° IR"", ""Slang ID"": ""1/4\""""}",,175,,2025-11-12 17:43:42
905,105,4204-06-06-7,,STANDARD,,"{""Artikelnr."": ""4204-06-06-7"", ""Gänga"": ""G 3/8\"""", ""Typ"": ""Kort 45° IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
906,105,4204-08-08-7,,STANDARD,,"{""Artikelnr."": ""4204-08-08-7"", ""Gänga"": ""G 1/2\"""", ""Typ"": ""Kort 45° IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
907,105,4204-12-12-7,,STANDARD,,"{""Artikelnr."": ""4204-12-12-7"", ""Gänga"": ""G 3/4\"""", ""Typ"": ""Kort 45° IR"", ""Slang ID"": ""3/4\""""}",,175,,2025-11-12 17:43:42
908,105,4204-16-16-7,,STANDARD,,"{""Artikelnr."": ""4204-16-16-7"", ""Gänga"": ""G 1\"""", ""Typ"": ""Kort 45° IR"", ""Slang ID"": ""1\""""}",,175,,2025-11-12 17:43:42
909,106,4314-04-04,,STANDARD,,"{""Artikelnr."": ""4314-04-04"", ""Gänga"": ""G 1/4\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1/4\""""}",,175,,2025-11-12 17:43:42
910,106,4314-06-06,,STANDARD,,"{""Artikelnr."": ""4314-06-06"", ""Gänga"": ""G 3/8\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
911,106,4314-08-08,,STANDARD,,"{""Artikelnr."": ""4314-08-08"", ""Gänga"": ""G 1/2\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
912,106,4314-12-12,,STANDARD,,"{""Artikelnr."": ""4314-12-12"", ""Gänga"": ""G 3/4\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""3/4\""""}",,175,,2025-11-12 17:43:42
913,106,4314-16-16,,STANDARD,,"{""Artikelnr."": ""4314-16-16"", ""Gänga"": ""G 1\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1\""""}",,175,,2025-11-12 17:43:42
914,106,4314-20-20,,STANDARD,,"{""Artikelnr."": ""4314-20-20"", ""Gänga"": ""G 1 1/4\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1 1/4\""""}",,175,,2025-11-12 17:43:42
915,106,4314-24-24,,STANDARD,,"{""Artikelnr."": ""4314-24-24"", ""Gänga"": ""G 1 1/2\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1 1/2\""""}",,175,,2025-11-12 17:43:42
916,106,4314-32-32,,STANDARD,,"{""Artikelnr."": ""4314-32-32"", ""Gänga"": ""G 2\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""2\""""}",,175,,2025-11-12 17:43:42
917,107,4314-20-20-1,,STANDARD,,"{""Artikelnr."": ""4314-20-20-1"", ""Gänga"": ""G 1 1/4\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1 1/4\""""}",,175,,2025-11-12 17:43:42
918,107,4314-24-24-1,,STANDARD,,"{""Artikelnr."": ""4314-24-24-1"", ""Gänga"": ""G 1 1/2\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""1 1/2\""""}",,175,,2025-11-12 17:43:42
919,107,4314-32-32-1,,STANDARD,,"{""Artikelnr."": ""4314-32-32-1"", ""Gänga"": ""G 2\"""", ""Typ"": ""O 45° IR"", ""Slang ID"": ""2\""""}",,175,,2025-11-12 17:43:42
920,108,4206-04-04-1,,STANDARD,,"{""Artikelnr."": ""4206-04-04-1"", ""Gänga"": ""G 1/4\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""1/4\""""}",,175,,2025-11-12 17:43:42
921,108,4206-06-06-1,,STANDARD,,"{""Artikelnr."": ""4206-06-06-1"", ""Gänga"": ""G 3/8\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
922,108,4206-08-06-1,,STANDARD,,"{""Artikelnr."": ""4206-08-06-1"", ""Gänga"": ""G 1/2\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
923,108,4206-08-08-1,,STANDARD,,"{""Artikelnr."": ""4206-08-08-1"", ""Gänga"": ""G 1/2\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
924,108,4206-10-10-1,,STANDARD,,"{""Artikelnr."": ""4206-10-10-1"", ""Gänga"": ""G 5/8\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""5/8\""""}",,175,,2025-11-12 17:43:42
925,108,4206-12-12-1,,STANDARD,,"{""Artikelnr."": ""4206-12-12-1"", ""Gänga"": ""G 3/4\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""3/4\""""}",,175,,2025-11-12 17:43:42
926,108,4206-16-16-1,,STANDARD,,"{""Artikelnr."": ""4206-16-16-1"", ""Gänga"": ""G 1\"""", ""Typ"": ""K 45° IR"", ""Slang ID"": ""1\""""}",,175,,2025-11-12 17:43:42
927,109,4213-07-03,,STANDARD,,"{""Artikelnr."": ""4213-07-03"", ""Gänga"": ""7/16\""-20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/16\""""}",,175,,2025-11-12 17:43:42
928,109,4213-07-04,,STANDARD,,"{""Artikelnr."": ""4213-07-04"", ""Gänga"": ""7/16\""-20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/4\""""}",,175,,2025-11-12 17:43:42
929,109,4213-08-03,,STANDARD,,"{""Artikelnr."": ""4213-08-03"", ""Gänga"": ""1/2\""-20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/16\""""}",,175,,2025-11-12 17:43:42
930,109,4213-08-04,,STANDARD,,"{""Artikelnr."": ""4213-08-04"", ""Gänga"": ""1/2\""-20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/4\""""}",,175,,2025-11-12 17:43:42
931,109,4213-09-04,,STANDARD,,"{""Artikelnr."": ""4213-09-04"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/4\""""}",,175,,2025-11-12 17:43:42
932,109,4213-09-05,,STANDARD,,"{""Artikelnr."": ""4213-09-05"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/16\""""}",,175,,2025-11-12 17:43:42
933,109,4213-09-06,,STANDARD,,"{""Artikelnr."": ""4213-09-06"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
934,109,4213-09-08,,STANDARD,,"{""Artikelnr."": ""4213-09-08"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
935,109,4213-10-06,,STANDARD,,"{""Artikelnr."": ""4213-10-06"", ""Gänga"": ""5/8\""-18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
936,109,4213-12-05,,STANDARD,,"{""Artikelnr."": ""4213-12-05"", ""Gänga"": ""3/4\""-16 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/16\""""}",,175,,2025-11-12 17:43:42
937,109,4213-12-06,,STANDARD,,"{""Artikelnr."": ""4213-12-06"", ""Gänga"": ""3/4\""-16 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
938,109,4213-12-08,,STANDARD,,"{""Artikelnr."": ""4213-12-08"", ""Gänga"": ""3/4\""-16 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
939,109,4213-14-06,,STANDARD,,"{""Artikelnr."": ""4213-14-06"", ""Gänga"": ""7/8\""-14 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,175,,2025-11-12 17:43:42
940,109,4213-14-08,,STANDARD,,"{""Artikelnr."": ""4213-14-08"", ""Gänga"": ""7/8\""-14 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
941,109,4213-14-10,,STANDARD,,"{""Artikelnr."": ""4213-14-10"", ""Gänga"": ""7/8\""-14 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/8\""""}",,175,,2025-11-12 17:43:42
942,109,4213-17-08,,STANDARD,,"{""Artikelnr."": ""4213-17-08"", ""Gänga"": ""1 1/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,175,,2025-11-12 17:43:42
943,109,4213-17-10,,STANDARD,,"{""Artikelnr."": ""4213-17-10"", ""Gänga"": ""1 1/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/8\""""}",,175,,2025-11-12 17:43:42
944,109,4213-17-12,,STANDARD,,"{""Artikelnr."": ""4213-17-12"", ""Gänga"": ""1 1/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/4\""""}",,175,,2025-11-12 17:43:42
945,109,4213-17-16,,STANDARD,,"{""Artikelnr."": ""4213-17-16"", ""Gänga"": ""1 1/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1\""""}",,175,,2025-11-12 17:43:42
946,109,4213-19-12,,STANDARD,,"{""Artikelnr."": ""4213-19-12"", ""Gänga"": ""1 3/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/4\""""}",,175,,2025-11-12 17:43:42
947,109,4213-21-12,,STANDARD,,"{""Artikelnr."": ""4213-21-12"", ""Gänga"": ""1 5/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/4\""""}",,175,,2025-11-12 17:43:42
948,109,4213-21-16,,STANDARD,,"{""Artikelnr."": ""4213-21-16"", ""Gänga"": ""1 5/16\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1\""""}",,175,,2025-11-12 17:43:42
949,109,4213-26-16,,STANDARD,,"{""Artikelnr."": ""4213-26-16"", ""Gänga"": ""1 5/8\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1\""""}",,175,,2025-11-12 17:43:42
950,109,4213-26-20,,STANDARD,,"{""Artikelnr."": ""4213-26-20"", ""Gänga"": ""1 5/8\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1 1/4\""""}",,175,,2025-11-12 17:43:42
951,109,4213-30-20,,STANDARD,,"{""Artikelnr."": ""4213-30-20"", ""Gänga"": ""1 7/8\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1 1/4\""""}",,175,,2025-11-12 17:43:42
952,109,4213-30-24,,STANDARD,,"{""Artikelnr."": ""4213-30-24"", ""Gänga"": ""1 7/8\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1 1/2\""""}",,175,,2025-11-12 17:43:42
953,109,4213-40-32,,STANDARD,,"{""Artikelnr."": ""4213-40-32"", ""Gänga"": ""2 1/2\""-12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""2\""""}",,175,,2025-11-12 17:43:42
954,110,4213-07-03-1,,STANDARD,,"{""Artikelnr."": ""4213-07-03-1"", ""Gänga"": ""7/16\""–20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/16\""""}",,176,,2025-11-12 17:44:05
955,110,4213-07-04-1,,STANDARD,,"{""Artikelnr."": ""4213-07-04-1"", ""Gänga"": ""7/16\""–20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/4\""""}",,176,,2025-11-12 17:44:05
956,110,4213-08-04-1,,STANDARD,,"{""Artikelnr."": ""4213-08-04-1"", ""Gänga"": ""1/2\""–20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/4\""""}",,176,,2025-11-12 17:44:05
957,110,4213-08-05-1,,STANDARD,,"{""Artikelnr."": ""4213-08-05-1"", ""Gänga"": ""1/2\""–20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/16\""""}",,176,,2025-11-12 17:44:05
958,110,4213-08-06-1,,STANDARD,,"{""Artikelnr."": ""4213-08-06-1"", ""Gänga"": ""1/2\""–20 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
959,110,4213-09-04-1,,STANDARD,,"{""Artikelnr."": ""4213-09-04-1"", ""Gänga"": ""9/16\""–18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/4\""""}",,176,,2025-11-12 17:44:05
960,110,4213-09-05-1,,STANDARD,,"{""Artikelnr."": ""4213-09-05-1"", ""Gänga"": ""9/16\""–18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/16\""""}",,176,,2025-11-12 17:44:05
961,110,4213-09-06-1,,STANDARD,,"{""Artikelnr."": ""4213-09-06-1"", ""Gänga"": ""9/16\""–18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
962,110,4213-09-08-1,,STANDARD,,"{""Artikelnr."": ""4213-09-08-1"", ""Gänga"": ""9/16\""–18 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
963,110,4213-12-06-1,,STANDARD,,"{""Artikelnr."": ""4213-12-06-1"", ""Gänga"": ""3/4\""–16 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
964,110,4213-12-08-1,,STANDARD,,"{""Artikelnr."": ""4213-12-08-1"", ""Gänga"": ""3/4\""–16 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
965,110,4213-14-06-1,,STANDARD,,"{""Artikelnr."": ""4213-14-06-1"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
966,110,4213-14-08-1,,STANDARD,,"{""Artikelnr."": ""4213-14-08-1"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
967,110,4213-14-10-1,,STANDARD,,"{""Artikelnr."": ""4213-14-10-1"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/8\""""}",,176,,2025-11-12 17:44:05
968,110,4213-17-08-1,,STANDARD,,"{""Artikelnr."": ""4213-17-08-1"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
969,110,4213-17-10-1,,STANDARD,,"{""Artikelnr."": ""4213-17-10-1"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""5/8\""""}",,176,,2025-11-12 17:44:05
970,110,4213-17-12-1,,STANDARD,,"{""Artikelnr."": ""4213-17-12-1"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
971,110,4213-17-16-1,,STANDARD,,"{""Artikelnr."": ""4213-17-16-1"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1\""""}",,176,,2025-11-12 17:44:05
972,110,4213-19-12-1,,STANDARD,,"{""Artikelnr."": ""4213-19-12-1"", ""Gänga"": ""1 3/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
973,110,4213-21-12-1,,STANDARD,,"{""Artikelnr."": ""4213-21-12-1"", ""Gänga"": ""1 5/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
974,110,4213-21-16-1,,STANDARD,,"{""Artikelnr."": ""4213-21-16-1"", ""Gänga"": ""1 5/16\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1\""""}",,176,,2025-11-12 17:44:05
975,110,4213-26-16-1,,STANDARD,,"{""Artikelnr."": ""4213-26-16-1"", ""Gänga"": ""1 5/8\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1\""""}",,176,,2025-11-12 17:44:05
976,110,4213-26-20-1,,STANDARD,,"{""Artikelnr."": ""4213-26-20-1"", ""Gänga"": ""1 5/8\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1 1/4\""""}",,176,,2025-11-12 17:44:05
977,110,4213-30-20-1,,STANDARD,,"{""Artikelnr."": ""4213-30-20-1"", ""Gänga"": ""1 7/8\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1 1/4\""""}",,176,,2025-11-12 17:44:05
978,110,4213-30-24-1,,STANDARD,,"{""Artikelnr."": ""4213-30-24-1"", ""Gänga"": ""1 7/8\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""1 1/2\""""}",,176,,2025-11-12 17:44:05
979,110,4213-40-32-1,,STANDARD,,"{""Artikelnr."": ""4213-40-32-1"", ""Gänga"": ""2 1/2\""–12 UN"", ""Typ"": ""JIC IR"", ""Slang ID"": ""2\""""}",,176,,2025-11-12 17:44:05
980,111,4214-07-03,,STANDARD,,"{""Artikelnr."": ""4214-07-03"", ""Gänga"": ""7/16\""–20 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/16\""""}",,176,,2025-11-12 17:44:05
981,111,4214-07-04,,STANDARD,,"{""Artikelnr."": ""4214-07-04"", ""Gänga"": ""7/16\""–20 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1/4\""""}",,176,,2025-11-12 17:44:05
982,111,4214-08-04,,STANDARD,,"{""Artikelnr."": ""4214-08-04"", ""Gänga"": ""1/2\""–20 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1/4\""""}",,176,,2025-11-12 17:44:05
983,111,4214-08-06,,STANDARD,,"{""Artikelnr."": ""4214-08-06"", ""Gänga"": ""1/2\""–20 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
984,111,4214-09-04,,STANDARD,,"{""Artikelnr."": ""4214-09-04"", ""Gänga"": ""9/16\""–18 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1/4\""""}",,176,,2025-11-12 17:44:05
985,111,4214-09-05,,STANDARD,,"{""Artikelnr."": ""4214-09-05"", ""Gänga"": ""9/16\""–18 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""5/16\""""}",,176,,2025-11-12 17:44:05
986,111,4214-09-06,,STANDARD,,"{""Artikelnr."": ""4214-09-06"", ""Gänga"": ""9-16\""–18 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
987,111,4214-12-05,,STANDARD,,"{""Artikelnr."": ""4214-12-05"", ""Gänga"": ""3/4\""–16 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""5/16\""""}",,176,,2025-11-12 17:44:05
988,111,4214-12-06,,STANDARD,,"{""Artikelnr."": ""4214-12-06"", ""Gänga"": ""3/4\""–16 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
989,111,4214-12-08,,STANDARD,,"{""Artikelnr."": ""4214-12-08"", ""Gänga"": ""3/4\""–16 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
990,111,4214-14-06,,STANDARD,,"{""Artikelnr."": ""4214-14-06"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/8\""""}",,176,,2025-11-12 17:44:05
991,111,4214-14-08,,STANDARD,,"{""Artikelnr."": ""4214-14-08"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
992,111,4214-14-10,,STANDARD,,"{""Artikelnr."": ""4214-14-10"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""5/8\""""}",,176,,2025-11-12 17:44:05
993,111,4214-14-12,,STANDARD,,"{""Artikelnr."": ""4214-14-12"", ""Gänga"": ""7/8\""–14 UNF"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
994,111,4214-17-08,,STANDARD,,"{""Artikelnr."": ""4214-17-08"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1/2\""""}",,176,,2025-11-12 17:44:05
995,111,4214-17-10,,STANDARD,,"{""Artikelnr."": ""4214-17-10"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""5/8\""""}",,176,,2025-11-12 17:44:05
996,111,4214-17-12,,STANDARD,,"{""Artikelnr."": ""4214-17-12"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
997,111,4214-17-16,,STANDARD,,"{""Artikelnr."": ""4214-17-16"", ""Gänga"": ""1 1/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1\""""}",,176,,2025-11-12 17:44:05
998,111,4214-19-12,,STANDARD,,"{""Artikelnr."": ""4214-19-12"", ""Gänga"": ""1 3/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
999,111,4214-21-12,,STANDARD,,"{""Artikelnr."": ""4214-21-12"", ""Gänga"": ""1 5/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""3/4\""""}",,176,,2025-11-12 17:44:05
1000,111,4214-21-16,,STANDARD,,"{""Artikelnr."": ""4214-21-16"", ""Gänga"": ""1 5/16\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1\""""}",,176,,2025-11-12 17:44:05
1001,111,4214-26-16,,STANDARD,,"{""Artikelnr."": ""4214-26-16"", ""Gänga"": ""1 5/8\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1\""""}",,176,,2025-11-12 17:44:05
1002,111,4214-26-20,,STANDARD,,"{""Artikelnr."": ""4214-26-20"", ""Gänga"": ""1 5/8\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1 1/4\""""}",,176,,2025-11-12 17:44:05
1003,111,4214-30-24,,STANDARD,,"{""Artikelnr."": ""4214-30-24"", ""Gänga"": ""1 7/8\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""1 1/2\""""}",,176,,2025-11-12 17:44:05
1004,111,4214-40-32,,STANDARD,,"{""Artikelnr."": ""4214-40-32"", ""Gänga"": ""2 1/2\""–12 UN"", ""Typ"": ""JIC UF"", ""Slang ID"": ""2\""""}",,176,,2025-11-12 17:44:05
1005,112,4216-07-03,,STANDARD,,"{""Artikelnr."": ""4216-07-03"", ""Gänga"": ""7/16\""-20 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""3/16\""""}",,177,,2025-11-12 17:44:47
1006,112,4216-07-04,,STANDARD,,"{""Artikelnr."": ""4216-07-04"", ""Gänga"": ""7/16\""-20 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/4\""""}",,177,,2025-11-12 17:44:47
1007,112,4216-08-04,,STANDARD,,"{""Artikelnr."": ""4216-08-04"", ""Gänga"": ""1/2\""-20 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/4\""""}",,177,,2025-11-12 17:44:47
1008,112,4216-08-05,,STANDARD,,"{""Artikelnr."": ""4216-08-05"", ""Gänga"": ""1/2\""-20 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""5/16\""""}",,177,,2025-11-12 17:44:47
1009,112,4216-09-04,,STANDARD,,"{""Artikelnr."": ""4216-09-04"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/4\""""}",,177,,2025-11-12 17:44:47
1010,112,4216-09-05,,STANDARD,,"{""Artikelnr."": ""4216-09-05"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""5/16\""""}",,177,,2025-11-12 17:44:47
1011,112,4216-09-06,,STANDARD,,"{""Artikelnr."": ""4216-09-06"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""3/8\""""}",,177,,2025-11-12 17:44:47
1012,112,4216-09-08,,STANDARD,,"{""Artikelnr."": ""4216-09-08"", ""Gänga"": ""9/16\""-18 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/2\""""}",,177,,2025-11-12 17:44:47
1013,112,4216-10-06,,STANDARD,,"{""Artikelnr."": ""4216-10-06"", ""Gänga"": ""5/8\""-18 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""3/8\""""}",,177,,2025-11-12 17:44:47
1014,112,4216-12-06,,STANDARD,,"{""Artikelnr."": ""4216-12-06"", ""Gänga"": ""3/4\""-16 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""3/8\""""}",,177,,2025-11-12 17:44:47
1015,112,4216-12-08,,STANDARD,,"{""Artikelnr."": ""4216-12-08"", ""Gänga"": ""3/4\""-16 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/2\""""}",,177,,2025-11-12 17:44:47
1016,112,4216-14-06,,STANDARD,,"{""Artikelnr."": ""4216-14-06"", ""Gänga"": ""7/8\""-14 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""3/8\""""}",,177,,2025-11-12 17:44:47
1017,112,4216-14-08,,STANDARD,,"{""Artikelnr."": ""4216-14-08"", ""Gänga"": ""7/8\""-14 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/2\""""}",,177,,2025-11-12 17:44:47
1018,112,4216-14-10,,STANDARD,,"{""Artikelnr."": ""4216-14-10"", ""Gänga"": ""7/8\""-14 UNF"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""5/8\""""}",,177,,2025-11-12 17:44:47
1019,112,4216-17-08,,STANDARD,,"{""Artikelnr."": ""4216-17-08"", ""Gänga"": ""1 1/16\""-12 UN"", ""Typ"": ""JIC 90° IR"", ""Slang ID"": ""1/2\""""}",,177,,2025-11-12 17:44:47
